10/22/2018												
4:51 PM												
aGe-noise_2018.10.22_COND_450to300.txt												
												
Data taken by: Brenda												
Ammeter is Keithley 485 at GPIB11::22::INSTR												
Temperature Controller is Lake Shore 331 at GPIB11::12::INSTR with the settings: control sensor=B;sample sensor=B;loop=1												
Readings: 5												
Voltage (V): 88.3												
Geo Factor: 25000												
Ea Window (pts): 3												
Shut off V when done?: TRUE												
Mconnect?: FALSE												
Use Abs(Cond)?: FALSE												
Rate (K/min): 1												
Heater: High												
description for header												
********************
Time (s)	Temperature Control (K)	1/kT Control (1/eV)	Rate Control (K/min)	Temperature Sample (K)	1/kT Sample (1/eV)	Rate Sample (K/min)	Current (A)	Current Std Dev/Mean	Conductivity (Ohm-cm)^-1	Ea (eV)	Reduced Ea
2.227614E+3	4.129600E+2	2.807536E+1	-1.027397E+0	4.129500E+2	2.807604E+1	-1.027397E+0	2.234000E-6	7.077613E-4	6.325028E-4	5.267085E-1	1.478789E+1
2.233454E+3	4.128600E+2	2.808216E+1	-9.264025E-1	4.128500E+2	2.808284E+1	-1.029336E+0	2.226000E-6	7.103050E-4	6.302378E-4	5.150894E-1	1.446519E+1
2.239283E+3	4.127700E+2	2.808828E+1	-1.056710E+0	4.127500E+2	2.808964E+1	-1.056710E+0	2.218400E-6	7.542914E-4	6.280861E-4	4.967569E-1	1.395373E+1
2.244961E+3	4.126700E+2	2.809509E+1	-1.009931E+0	4.126500E+2	2.809645E+1	-1.009931E+0	2.211000E-6	7.151238E-4	6.259909E-4	5.048905E-1	1.418561E+1
2.250902E+3	4.125700E+2	2.810190E+1	-1.035375E+0	4.125500E+2	2.810326E+1	-9.318378E-1	2.203200E-6	7.458096E-4	6.237826E-4	5.189281E-1	1.458337E+1
2.256697E+3	4.124700E+2	2.810871E+1	-9.445513E-1	4.124600E+2	2.810939E+1	-1.049501E+0	2.196200E-6	8.145225E-4	6.218007E-4	4.990221E-1	1.402743E+1
2.262414E+3	4.123800E+2	2.811485E+1	-1.070155E+0	4.123600E+2	2.811621E+1	-9.809750E-1	2.189000E-6	7.223110E-4	6.197622E-4	5.045874E-1	1.418726E+1
2.269142E+3	4.122600E+2	2.812303E+1	-9.632537E-1	4.122500E+2	2.812371E+1	-9.632537E-1	2.180400E-6	6.153187E-4	6.173273E-4	5.372328E-1	1.510854E+1
2.274748E+3	4.121700E+2	2.812917E+1	-1.011122E+0	4.121600E+2	2.812985E+1	-1.011122E+0	2.173000E-6	7.276295E-4	6.152322E-4	5.102633E-1	1.435388E+1
2.280682E+3	4.120700E+2	2.813600E+1	-1.046572E+0	4.120600E+2	2.813668E+1	-1.046572E+0	2.166000E-6	7.299810E-4	6.132503E-4	4.800756E-1	1.350772E+1
2.286415E+3	4.119700E+2	2.814283E+1	-9.071057E-1	4.119600E+2	2.814351E+1	-9.071057E-1	2.158800E-6	6.870667E-4	6.112118E-4	5.204534E-1	1.464714E+1
2.292368E+3	4.118800E+2	2.814898E+1	-9.667497E-1	4.118700E+2	2.814966E+1	-1.054636E+0	2.151400E-6	8.443759E-4	6.091166E-4	5.098791E-1	1.435358E+1
2.299195E+3	4.117700E+2	2.815650E+1	-1.047852E+0	4.117500E+2	2.815786E+1	-9.430667E-1	2.143000E-6	7.378156E-4	6.067384E-4	4.990072E-1	1.405035E+1
2.304921E+3	4.116700E+2	2.816333E+1	-1.011634E+0	4.116600E+2	2.816402E+1	-1.011634E+0	2.136000E-6	7.402335E-4	6.047565E-4	5.037516E-1	1.418790E+1
2.310852E+3	4.115700E+2	2.817018E+1	-9.670330E-1	4.115600E+2	2.817086E+1	-9.670330E-1	2.129000E-6	7.426674E-4	6.027746E-4	5.037363E-1	1.419086E+1
2.317677E+3	4.114600E+2	2.817771E+1	-9.256085E-1	4.114500E+2	2.817839E+1	-1.028454E+0	2.120600E-6	7.890786E-4	6.003964E-4	5.180676E-1	1.459812E+1
2.323511E+3	4.113700E+2	2.818387E+1	-1.047486E+0	4.113500E+2	2.818524E+1	-1.047486E+0	2.113200E-6	6.169981E-4	5.983012E-4	4.902820E-1	1.381874E+1
2.329239E+3	4.112700E+2	2.819073E+1	-1.048584E+0	4.112500E+2	2.819210E+1	-9.437260E-1	2.106400E-6	5.412910E-4	5.963760E-4	5.024307E-1	1.416434E+1
2.334961E+3	4.111700E+2	2.819758E+1	-9.513742E-1	4.111600E+2	2.819827E+1	-9.513742E-1	2.099400E-6	7.223850E-4	5.943941E-4	5.247094E-1	1.479591E+1
2.340637E+3	4.110800E+2	2.820376E+1	-9.802465E-1	4.110700E+2	2.820444E+1	-9.802465E-1	2.092800E-6	6.230125E-4	5.925255E-4	5.084888E-1	1.434205E+1
2.347370E+3	4.109700E+2	2.821130E+1	-1.048584E+0	4.109600E+2	2.821199E+1	-1.048584E+0	2.084800E-6	6.254031E-4	5.902605E-4	5.253880E-1	1.482201E+1
2.353092E+3	4.108700E+2	2.821817E+1	-9.495340E-1	4.108600E+2	2.821886E+1	-1.055038E+0	2.077000E-6	7.612609E-4	5.880521E-4	5.116060E-1	1.443698E+1
2.358779E+3	4.107800E+2	2.822435E+1	-1.052939E+0	4.107600E+2	2.822573E+1	-9.651945E-1	2.070200E-6	8.640974E-4	5.861268E-4	4.958296E-1	1.399533E+1
2.365617E+3	4.106600E+2	2.823260E+1	-9.594883E-1	4.106500E+2	2.823329E+1	-1.066098E+0	2.062200E-6	6.322570E-4	5.838618E-4	5.038236E-1	1.422441E+1
2.371245E+3	4.105700E+2	2.823879E+1	-1.029160E+0	4.105500E+2	2.824017E+1	-9.262436E-1	2.055200E-6	6.344105E-4	5.818800E-4	5.134062E-1	1.449845E+1
2.377075E+3	4.104700E+2	2.824567E+1	-1.038781E+0	4.104600E+2	2.824636E+1	-1.038781E+0	2.048400E-6	6.549701E-4	5.799547E-4	5.225512E-1	1.476039E+1
2.382851E+3	4.103700E+2	2.825255E+1	-1.047669E+0	4.103600E+2	2.825324E+1	-1.047669E+0	2.041200E-6	6.387617E-4	5.779162E-4	4.980436E-1	1.407136E+1
2.388578E+3	4.102700E+2	2.825944E+1	-9.483667E-1	4.102600E+2	2.826013E+1	-9.483667E-1	2.034400E-6	5.604480E-4	5.759909E-4	4.955171E-1	1.400317E+1
2.394272E+3	4.101800E+2	2.826564E+1	-9.953250E-1	4.101700E+2	2.826633E+1	-9.953250E-1	2.028000E-6	7.796543E-4	5.741789E-4	5.155770E-1	1.457387E+1
2.400903E+3	4.100700E+2	2.827322E+1	-1.049685E+0	4.100600E+2	2.827391E+1	-1.049685E+0	2.020000E-6	7.827420E-4	5.719139E-4	5.128694E-1	1.450063E+1
2.406619E+3	4.099700E+2	2.828012E+1	-9.251328E-1	4.099600E+2	2.828081E+1	-1.027925E+0	2.013000E-6	7.854639E-4	5.699320E-4	4.968607E-1	1.405163E+1
2.412456E+3	4.098800E+2	2.828633E+1	-9.880240E-1	4.098600E+2	2.828771E+1	-8.982036E-1	2.006200E-6	6.499055E-4	5.680068E-4	5.200996E-1	1.471239E+1
2.419136E+3	4.097700E+2	2.829392E+1	-9.803922E-1	4.097600E+2	2.829461E+1	-1.089325E+0	1.998600E-6	5.704871E-4	5.658550E-4	4.925299E-1	1.393601E+1
2.424644E+3	4.096800E+2	2.830014E+1	-1.070155E+0	4.096600E+2	2.830152E+1	-9.809750E-1	1.992600E-6	5.722049E-4	5.641563E-4	4.782158E-1	1.353438E+1
2.431372E+3	4.095600E+2	2.830843E+1	-9.420796E-1	4.095500E+2	2.830912E+1	-9.420796E-1	1.984800E-6	6.569128E-4	5.619479E-4	5.314027E-1	1.504309E+1
2.437104E+3	4.094700E+2	2.831465E+1	-1.048768E+0	4.094600E+2	2.831534E+1	-1.048768E+0	1.978000E-6	7.993624E-4	5.600227E-4	5.228156E-1	1.480394E+1
2.442825E+3	4.093700E+2	2.832157E+1	-9.283136E-1	4.093600E+2	2.832226E+1	-1.031460E+0	1.971200E-6	7.524552E-4	5.580974E-4	4.838907E-1	1.370489E+1
2.448642E+3	4.092800E+2	2.832780E+1	-9.806835E-1	4.092600E+2	2.832918E+1	-9.806835E-1	1.964800E-6	6.635996E-4	5.562854E-4	4.977663E-1	1.410148E+1
2.455372E+3	4.091700E+2	2.833541E+1	-1.075076E+0	4.091500E+2	2.833680E+1	-9.675685E-1	1.957000E-6	8.079401E-4	5.540770E-4	5.236300E-1	1.483757E+1
2.460953E+3	4.090700E+2	2.834234E+1	-1.045478E+0	4.090600E+2	2.834303E+1	-1.045478E+0	1.950600E-6	6.878093E-4	5.522650E-4	5.059430E-1	1.434018E+1
2.466692E+3	4.089700E+2	2.834927E+1	-9.642075E-1	4.089600E+2	2.834996E+1	-9.642075E-1	1.944000E-6	8.133430E-4	5.503964E-4	4.948779E-1	1.402996E+1
2.473537E+3	4.088600E+2	2.835689E+1	-9.429020E-1	4.088500E+2	2.835759E+1	-9.429020E-1	1.936600E-6	5.887511E-4	5.483012E-4	5.130932E-1	1.454966E+1
2.479264E+3	4.087700E+2	2.836314E+1	-9.861213E-1	4.087600E+2	2.836383E+1	-1.095690E+0	1.930200E-6	6.754950E-4	5.464892E-4	5.025240E-1	1.425374E+1
2.484740E+3	4.086800E+2	2.836938E+1	-9.874327E-1	4.086600E+2	2.837077E+1	-9.874327E-1	1.923800E-6	7.709947E-4	5.446772E-4	4.923541E-1	1.396865E+1
2.491424E+3	4.085700E+2	2.837702E+1	-1.077199E+0	4.085500E+2	2.837841E+1	-9.694794E-1	1.916400E-6	5.949569E-4	5.425821E-4	5.177392E-1	1.469218E+1
2.496994E+3	4.084700E+2	2.838397E+1	-1.043841E+0	4.084600E+2	2.838466E+1	-1.043841E+0	1.910000E-6	8.278214E-4	5.407701E-4	5.232750E-1	1.485321E+1
2.502742E+3	4.083700E+2	2.839092E+1	-9.077156E-1	4.083600E+2	2.839162E+1	-1.008573E+0	1.903200E-6	6.850780E-4	5.388448E-4	4.911494E-1	1.394455E+1
2.508691E+3	4.082800E+2	2.839718E+1	-9.661836E-1	4.082600E+2	2.839857E+1	-9.661836E-1	1.897000E-6	8.334944E-4	5.370895E-4	4.839066E-1	1.374244E+1
2.515522E+3	4.081700E+2	2.840483E+1	-1.050420E+0	4.081500E+2	2.840622E+1	-9.453782E-1	1.889800E-6	6.899357E-4	5.350510E-4	5.309006E-1	1.508041E+1
2.521234E+3	4.080700E+2	2.841179E+1	-1.036986E+0	4.080600E+2	2.841249E+1	-1.036986E+0	1.883000E-6	8.396914E-4	5.331257E-4	5.208726E-1	1.479956E+1
2.527020E+3	4.079700E+2	2.841876E+1	-9.987893E-1	4.079600E+2	2.841945E+1	-9.987893E-1	1.876800E-6	6.947147E-4	5.313703E-4	4.883979E-1	1.388018E+1
2.533628E+3	4.078600E+2	2.842642E+1	-9.618810E-1	4.078500E+2	2.842712E+1	-9.618810E-1	1.869600E-6	8.111762E-4	5.293318E-4	5.210056E-1	1.481024E+1
2.539242E+3	4.077700E+2	2.843269E+1	-1.028278E+0	4.077600E+2	2.843339E+1	-1.028278E+0	1.863200E-6	6.997856E-4	5.275198E-4	5.015223E-1	1.426023E+1
2.545077E+3	4.076700E+2	2.843967E+1	-9.492002E-1	4.076600E+2	2.844037E+1	-1.054667E+0	1.857200E-6	7.020463E-4	5.258211E-4	4.785700E-1	1.361069E+1
2.550766E+3	4.075800E+2	2.844595E+1	-1.005025E+0	4.075600E+2	2.844735E+1	-1.005025E+0	1.850800E-6	7.044740E-4	5.240091E-4	5.240580E-1	1.490824E+1
2.557333E+3	4.074700E+2	2.845363E+1	-1.066667E+0	4.074500E+2	2.845503E+1	-9.600000E-1	1.843000E-6	8.579158E-4	5.218007E-4	5.213505E-1	1.483466E+1
2.562958E+3	4.073700E+2	2.846061E+1	-1.049134E+0	4.073600E+2	2.846131E+1	-1.049134E+0	1.837400E-6	6.205374E-4	5.202152E-4	4.922104E-1	1.400914E+1
2.568677E+3	4.072700E+2	2.846760E+1	-9.417510E-1	4.072600E+2	2.846830E+1	-1.046390E+0	1.831000E-6	8.635384E-4	5.184032E-4	4.843582E-1	1.378887E+1
2.574411E+3	4.071800E+2	2.847389E+1	-9.496403E-1	4.071600E+2	2.847529E+1	-9.496403E-1	1.825000E-6	8.663774E-4	5.167044E-4	4.929842E-1	1.403804E+1
2.581361E+3	4.070700E+2	2.848159E+1	-1.068186E+0	4.070500E+2	2.848299E+1	-1.068186E+0	1.817800E-6	7.172629E-4	5.146659E-4	5.091182E-1	1.450100E+1
2.586978E+3	4.069700E+2	2.848859E+1	-1.046938E+0	4.069500E+2	2.848999E+1	-9.422439E-1	1.811400E-6	6.294443E-4	5.128539E-4	5.225763E-1	1.488796E+1
2.592709E+3	4.068700E+2	2.849559E+1	-1.234145E+0	4.068600E+2	2.849629E+1	-9.256085E-1	1.805200E-6	7.222693E-4	5.110985E-4	5.342747E-1	1.522486E+1
2.598543E+3	4.067500E+2	2.850400E+1	-6.922697E-1	4.067700E+2	2.850259E+1	-1.087852E+0	1.799240E-6	6.146447E-4	5.094111E-4	4.605113E-1	1.312621E+1
2.604610E+3	4.066800E+2	2.850890E+1	-9.871373E-1	4.066600E+2	2.851030E+1	-8.973975E-1	1.793540E-6	6.880799E-4	5.077973E-4	4.732617E-1	1.349256E+1
2.611296E+3	4.065700E+2	2.851661E+1	-1.040681E+0	4.065600E+2	2.851732E+1	-1.040681E+0	1.786720E-6	6.287430E-4	5.058664E-4	5.217501E-1	1.487915E+1
2.617638E+3	4.064600E+2	2.852433E+1	-1.031637E+0	4.064500E+2	2.852503E+1	-1.031637E+0	1.779800E-6	7.293378E-4	5.039071E-4	4.986309E-1	1.422326E+1
2.623454E+3	4.063600E+2	2.853135E+1	-9.265614E-1	4.063500E+2	2.853205E+1	-9.265614E-1	1.773640E-6	7.226921E-4	5.021631E-4	5.151930E-1	1.469928E+1
2.629282E+3	4.062700E+2	2.853767E+1	-1.050788E+0	4.062600E+2	2.853837E+1	-1.050788E+0	1.767600E-6	6.986359E-4	5.004530E-4	5.158928E-1	1.472298E+1
2.634992E+3	4.061700E+2	2.854470E+1	-1.030220E+0	4.061600E+2	2.854540E+1	-1.030220E+0	1.761460E-6	7.276893E-4	4.987146E-4	4.927308E-1	1.406520E+1
2.640816E+3	4.060700E+2	2.855173E+1	-9.268795E-1	4.060600E+2	2.855243E+1	-1.029866E+0	1.755400E-6	7.046438E-4	4.969989E-4	4.844552E-1	1.383238E+1
2.646642E+3	4.059800E+2	2.855806E+1	-9.802465E-1	4.059600E+2	2.855946E+1	-9.802465E-1	1.749500E-6	6.871000E-4	4.953284E-4	4.908866E-1	1.401965E+1
2.653375E+3	4.058700E+2	2.856580E+1	-1.067616E+0	4.058500E+2	2.856720E+1	-9.608541E-1	1.742720E-6	6.997258E-4	4.934088E-4	5.161904E-1	1.474567E+1
2.658995E+3	4.057700E+2	2.857284E+1	-9.452127E-1	4.057600E+2	2.857354E+1	-1.050236E+0	1.736820E-6	6.829552E-4	4.917384E-4	5.038039E-1	1.439570E+1
2.664708E+3	4.056800E+2	2.857918E+1	-9.661836E-1	4.056600E+2	2.858058E+1	-9.661836E-1	1.731000E-6	7.227034E-4	4.900906E-4	4.923404E-1	1.407156E+1
2.671539E+3	4.055700E+2	2.858693E+1	-1.048035E+0	4.055500E+2	2.858834E+1	-9.432314E-1	1.724220E-6	7.072335E-4	4.881710E-4	5.225472E-1	1.493830E+1
2.677264E+3	4.054700E+2	2.859398E+1	-1.031282E+0	4.054600E+2	2.859468E+1	-1.031282E+0	1.718280E-6	7.179817E-4	4.864892E-4	5.128448E-1	1.466488E+1
2.683082E+3	4.053700E+2	2.860103E+1	-9.498681E-1	4.053600E+2	2.860174E+1	-1.055409E+0	1.712400E-6	7.019864E-4	4.848245E-4	4.891480E-1	1.399048E+1
2.688767E+3	4.052800E+2	2.860738E+1	-1.054173E+0	4.052600E+2	2.860879E+1	-9.663250E-1	1.706460E-6	7.231924E-4	4.831427E-4	4.982520E-1	1.425459E+1
2.695597E+3	4.051600E+2	2.861586E+1	-9.798585E-1	4.051500E+2	2.861656E+1	-9.798585E-1	1.699800E-6	6.707703E-4	4.812571E-4	5.126056E-1	1.466858E+1
2.701108E+3	4.050700E+2	2.862221E+1	-1.067616E+0	4.050600E+2	2.862292E+1	-1.067616E+0	1.694140E-6	6.633647E-4	4.796546E-4	5.052923E-1	1.446317E+1
2.706728E+3	4.049700E+2	2.862928E+1	-9.100101E-1	4.049600E+2	2.862999E+1	-1.011122E+0	1.688300E-6	7.688654E-4	4.780011E-4	4.968457E-1	1.422468E+1
2.712662E+3	4.048800E+2	2.863565E+1	-1.010271E+0	4.048600E+2	2.863706E+1	-1.010271E+0	1.682280E-6	7.248651E-4	4.762967E-4	5.000098E-1	1.431882E+1
2.718601E+3	4.047800E+2	2.864272E+1	-1.053710E+0	4.047600E+2	2.864413E+1	-9.659008E-1	1.676400E-6	7.170613E-4	4.746319E-4	5.003054E-1	1.433102E+1
2.725434E+3	4.046600E+2	2.865121E+1	-9.427374E-1	4.046500E+2	2.865192E+1	-1.047486E+0	1.669820E-6	7.203849E-4	4.727690E-4	4.986126E-1	1.428601E+1
2.731162E+3	4.045700E+2	2.865759E+1	-1.028983E+0	4.045500E+2	2.865900E+1	-9.260847E-1	1.664020E-6	7.228958E-4	4.711268E-4	5.156795E-1	1.477862E+1
2.736993E+3	4.044700E+2	2.866467E+1	-1.047486E+0	4.044600E+2	2.866538E+1	-1.047486E+0	1.658260E-6	6.962456E-4	4.694960E-4	5.108547E-1	1.464409E+1
2.742721E+3	4.043700E+2	2.867176E+1	-9.671747E-1	4.043600E+2	2.867247E+1	-9.671747E-1	1.652600E-6	7.273881E-4	4.678935E-4	4.960933E-1	1.422441E+1
2.749545E+3	4.042600E+2	2.867956E+1	-1.050604E+0	4.042500E+2	2.868027E+1	-1.050604E+0	1.646060E-6	7.014059E-4	4.660419E-4	5.031595E-1	1.443055E+1
2.755256E+3	4.041600E+2	2.868666E+1	-9.095503E-1	4.041500E+2	2.868737E+1	-9.095503E-1	1.640260E-6	7.621962E-4	4.643998E-4	5.194432E-1	1.490122E+1
2.761193E+3	4.040700E+2	2.869305E+1	-1.053926E+0	4.040600E+2	2.869376E+1	-1.053926E+0	1.634560E-6	6.875445E-4	4.627860E-4	5.099508E-1	1.463265E+1
2.766886E+3	4.039700E+2	2.870015E+1	-9.437260E-1	4.039600E+2	2.870086E+1	-1.048584E+0	1.629000E-6	6.999235E-4	4.612118E-4	4.821295E-1	1.383753E+1
2.772608E+3	4.038800E+2	2.870655E+1	-1.072386E+0	4.038600E+2	2.870797E+1	-9.830206E-1	1.623400E-6	7.023379E-4	4.596263E-4	4.937746E-1	1.417546E+1
2.779322E+3	4.037600E+2	2.871508E+1	-9.448819E-1	4.037500E+2	2.871579E+1	-1.049869E+0	1.617040E-6	7.139936E-4	4.578256E-4	4.952127E-1	1.422023E+1
2.785037E+3	4.036700E+2	2.872148E+1	-1.047303E+0	4.036500E+2	2.872290E+1	-9.425729E-1	1.611440E-6	6.987881E-4	4.562401E-4	5.108918E-1	1.467406E+1
2.790766E+3	4.035700E+2	2.872860E+1	-1.010101E+0	4.035600E+2	2.872931E+1	-1.010101E+0	1.605900E-6	7.485407E-4	4.546716E-4	5.039888E-1	1.447950E+1
2.796706E+3	4.034700E+2	2.873572E+1	-9.075783E-1	4.034600E+2	2.873643E+1	-9.075783E-1	1.600480E-6	6.935138E-4	4.531370E-4	5.089239E-1	1.462462E+1
2.803317E+3	4.033700E+2	2.874284E+1	-1.055223E+0	4.033600E+2	2.874355E+1	-1.055223E+0	1.594300E-6	7.151574E-4	4.513873E-4	5.050955E-1	1.451829E+1
2.809003E+3	4.032700E+2	2.874997E+1	-9.121313E-1	4.032600E+2	2.875068E+1	-1.003344E+0	1.589000E-6	6.570363E-4	4.498867E-4	4.837585E-1	1.390857E+1
2.815581E+3	4.031700E+2	2.875710E+1	-1.074884E+0	4.031500E+2	2.875853E+1	-9.673952E-1	1.582800E-6	6.992653E-4	4.481314E-4	5.104649E-1	1.467978E+1
2.821163E+3	4.030700E+2	2.876423E+1	-9.432314E-1	4.030600E+2	2.876495E+1	-1.048035E+0	1.577460E-6	7.152467E-4	4.466195E-4	5.017056E-1	1.443177E+1
2.826888E+3	4.029800E+2	2.877066E+1	-1.052785E+0	4.029600E+2	2.877209E+1	-9.650534E-1	1.572060E-6	7.261111E-4	4.450906E-4	4.984563E-1	1.434181E+1
2.833727E+3	4.028600E+2	2.877923E+1	-1.027749E+0	4.028500E+2	2.877994E+1	-1.027749E+0	1.565720E-6	7.481057E-4	4.432956E-4	5.041001E-1	1.450778E+1
2.839565E+3	4.027600E+2	2.878637E+1	-9.329648E-1	4.027500E+2	2.878709E+1	-1.036628E+0	1.560220E-6	6.894152E-4	4.417384E-4	4.877930E-1	1.404215E+1
2.845353E+3	4.026700E+2	2.879281E+1	-1.031992E+0	4.026500E+2	2.879424E+1	-9.287926E-1	1.554840E-6	7.227964E-4	4.402152E-4	5.107238E-1	1.470566E+1
2.851167E+3	4.025700E+2	2.879996E+1	-1.067426E+0	4.025600E+2	2.880068E+1	-1.067426E+0	1.549420E-6	6.942206E-4	4.386806E-4	5.112964E-1	1.472593E+1
2.856788E+3	4.024700E+2	2.880712E+1	-9.267204E-1	4.024600E+2	2.880783E+1	-1.029689E+0	1.544060E-6	7.477405E-4	4.371631E-4	4.840616E-1	1.394477E+1
2.862615E+3	4.023800E+2	2.881356E+1	-1.069837E+0	4.023600E+2	2.881499E+1	-9.806835E-1	1.538720E-6	7.213495E-4	4.356512E-4	4.981566E-1	1.435457E+1
2.869345E+3	4.022600E+2	2.882215E+1	-9.268795E-1	4.022500E+2	2.882287E+1	-1.029866E+0	1.532540E-6	7.533612E-4	4.339015E-4	5.021838E-1	1.447418E+1
2.875171E+3	4.021700E+2	2.882860E+1	-1.039141E+0	4.021500E+2	2.883004E+1	-1.039141E+0	1.527140E-6	7.152228E-4	4.323726E-4	4.904914E-1	1.414089E+1
2.880945E+3	4.020700E+2	2.883577E+1	-1.029866E+0	4.020500E+2	2.883721E+1	-9.268795E-1	1.521800E-6	7.272948E-4	4.308607E-4	5.126042E-1	1.478183E+1
2.886771E+3	4.019700E+2	2.884295E+1	-9.273570E-1	4.019600E+2	2.884367E+1	-1.030397E+0	1.516500E-6	7.298366E-4	4.293601E-4	5.062820E-1	1.460328E+1
2.892594E+3	4.018800E+2	2.884941E+1	-9.811209E-1	4.018600E+2	2.885084E+1	-9.811209E-1	1.511320E-6	7.024340E-4	4.278935E-4	4.847368E-1	1.398526E+1
2.899321E+3	4.017700E+2	2.885731E+1	-1.098499E+0	4.017500E+2	2.885874E+1	-1.098499E+0	1.505460E-6	6.652444E-4	4.262344E-4	4.870062E-1	1.405419E+1
2.904783E+3	4.016700E+2	2.886449E+1	-1.005362E+0	4.016500E+2	2.886593E+1	-9.048257E-1	1.500260E-6	7.695707E-4	4.247622E-4	5.110450E-1	1.475154E+1
2.910751E+3	4.015700E+2	2.887168E+1	-9.270386E-1	4.015600E+2	2.887240E+1	-1.030043E+0	1.494980E-6	7.101115E-4	4.232673E-4	5.045975E-1	1.456919E+1
2.916576E+3	4.014800E+2	2.887815E+1	-9.900990E-1	4.014600E+2	2.887959E+1	-9.900990E-1	1.489940E-6	6.688148E-4	4.218403E-4	4.864323E-1	1.404815E+1
2.923242E+3	4.013700E+2	2.888607E+1	-1.030928E+0	4.013500E+2	2.888750E+1	-1.030928E+0	1.484040E-6	7.359946E-4	4.201699E-4	4.957334E-1	1.432030E+1
2.929062E+3	4.012700E+2	2.889326E+1	-1.039501E+0	4.012500E+2	2.889470E+1	-9.355509E-1	1.478820E-6	7.178714E-4	4.186920E-4	5.106333E-1	1.475436E+1
2.934834E+3	4.011700E+2	2.890047E+1	-9.267204E-1	4.011600E+2	2.890119E+1	-9.267204E-1	1.473700E-6	7.417796E-4	4.172424E-4	5.337234E-1	1.542524E+1
2.940661E+3	4.010800E+2	2.890695E+1	-9.827278E-1	4.010700E+2	2.890767E+1	-1.072067E+0	1.468620E-6	7.115442E-4	4.158041E-4	4.906123E-1	1.418312E+1
2.947377E+3	4.009700E+2	2.891488E+1	-1.047852E+0	4.009500E+2	2.891632E+1	-9.430667E-1	1.462760E-6	7.031853E-4	4.141450E-4	4.920260E-1	1.422692E+1
2.953103E+3	4.008700E+2	2.892209E+1	-9.452127E-1	4.008600E+2	2.892282E+1	-1.050236E+0	1.457680E-6	7.282823E-4	4.127067E-4	5.089815E-1	1.472142E+1
2.958816E+3	4.007800E+2	2.892859E+1	-1.012317E+0	4.007600E+2	2.893003E+1	-1.012317E+0	1.452580E-6	7.733741E-4	4.112627E-4	4.882849E-1	1.412609E+1
2.964743E+3	4.006800E+2	2.893581E+1	-1.012658E+0	4.006600E+2	2.893725E+1	-9.113924E-1	1.447440E-6	7.546050E-4	4.098075E-4	5.141063E-1	1.487658E+1
2.970668E+3	4.005800E+2	2.894303E+1	-9.661836E-1	4.005700E+2	2.894376E+1	-1.054018E+0	1.442360E-6	7.347104E-4	4.083692E-4	4.954389E-1	1.434053E+1
2.977499E+3	4.004700E+2	2.895098E+1	-1.050236E+0	4.004500E+2	2.895243E+1	-9.452127E-1	1.436560E-6	7.393171E-4	4.067271E-4	4.890616E-1	1.415887E+1
2.983212E+3	4.003700E+2	2.895821E+1	-9.440559E-1	4.003600E+2	2.895894E+1	-1.048951E+0	1.431660E-6	7.082012E-4	4.053398E-4	5.048818E-1	1.462107E+1
2.988932E+3	4.002800E+2	2.896472E+1	-1.054791E+0	4.002600E+2	2.896617E+1	-9.668913E-1	1.426620E-6	7.206580E-4	4.039128E-4	4.899533E-1	1.419228E+1
2.995758E+3	4.001600E+2	2.897341E+1	-9.802142E-1	4.001500E+2	2.897413E+1	-9.802142E-1	1.421040E-6	6.797270E-4	4.023330E-4	5.047851E-1	1.462527E+1
3.001267E+3	4.000700E+2	2.897993E+1	-1.048218E+0	4.000600E+2	2.898065E+1	-1.048218E+0	1.416220E-6	7.050450E-4	4.009683E-4	5.024673E-1	1.456206E+1
3.006991E+3	3.999700E+2	2.898717E+1	-9.657594E-1	3.999600E+2	2.898790E+1	-9.657594E-1	1.411240E-6	7.525817E-4	3.995583E-4	4.994075E-1	1.447697E+1
3.013825E+3	3.998600E+2	2.899515E+1	-9.429020E-1	3.998500E+2	2.899587E+1	-1.047669E+0	1.405500E-6	7.220841E-4	3.979332E-4	4.999757E-1	1.449704E+1
3.019552E+3	3.997700E+2	2.900168E+1	-1.012146E+0	3.997500E+2	2.900313E+1	-9.109312E-1	1.400540E-6	7.798745E-4	3.965289E-4	5.174259E-1	1.500672E+1
3.025480E+3	3.996700E+2	2.900893E+1	-1.013342E+0	3.996600E+2	2.900966E+1	-1.013342E+0	1.395500E-6	7.481409E-4	3.951019E-4	5.211490E-1	1.511861E+1
3.031401E+3	3.995700E+2	2.901619E+1	-1.038601E+0	3.995600E+2	2.901692E+1	-1.038601E+0	1.390500E-6	7.404265E-4	3.936863E-4	4.931563E-1	1.430988E+1
3.037178E+3	3.994700E+2	2.902346E+1	-9.656181E-1	3.994600E+2	2.902418E+1	-9.656181E-1	1.385540E-6	7.545552E-4	3.922820E-4	5.055115E-1	1.467226E+1
3.044013E+3	3.993600E+2	2.903145E+1	-9.415867E-1	3.993500E+2	2.903218E+1	-1.046207E+0	1.379820E-6	7.573365E-4	3.906625E-4	5.079826E-1	1.474764E+1
3.049748E+3	3.992700E+2	2.903799E+1	-1.109803E+0	3.992500E+2	2.903945E+1	-1.008912E+0	1.374840E-6	7.944527E-4	3.892525E-4	4.990110E-1	1.449100E+1
